id,dateOfLoss,asOfDate
e69c4a29-4ce2-4f1f-a659-fb0d35b93ed9,2012-10-28T00:00:00.000Z,2025-07-01T00:00:00.000Z
c1613674-888f-4bb7-be0e-3bbe548f9f33,2013-04-18T00:00:00.000Z,2025-07-01T00:00:00.000Z
058debd7-9888-4797-bbe4-44089ec47aa0,1987-01-01T00:00:00.000Z,2025-07-01T00:00:00.000Z
41d1d7d5-d7f5-4c31-b6c8-41df1efea1dc,2017-08-27T00:00:00.000Z,2025-07-01T00:00:00.000Z
01989411-7354-46a9-833f-d1292b8f94fb,1999-09-16T00:00:00.000Z,2025-07-01T00:00:00.000Z
ed7dc871-b224-489a-9e28-c10cc5b4615c,2005-08-29T00:00:00.000Z,2025-07-01T00:00:00.000Z
76a91924-83d9-45bd-8abb-f2461ea378b5,1993-09-22T00:00:00.000Z,2025-07-01T00:00:00.000Z
d75bea5b-9677-42a6-8549-a6f1f29d9297,1997-01-22T00:00:00.000Z,2025-07-01T00:00:00.000Z
06fc536f-8d73-4474-833f-06571c454867,2013-09-12T00:00:00.000Z,2025-07-01T00:00:00.000Z
d2bc868a-b70a-4be3-ba08-002e4f651c28,2024-08-07T00:00:00.000Z,2025-07-01T00:00:00.000Z
a4c79dce-f9e2-423c-ac07-21159fe18469,2011-05-10T00:00:00.000Z,2025-07-01T00:00:00.000Z
56488b11-6700-476b-a09e-b2a075443dae,1995-01-09T00:00:00.000Z,2025-07-01T00:00:00.000Z
2ffcf79f-4f25-4948-9b86-3944c5232d3c,1988-09-08T00:00:00.000Z,2025-07-01T00:00:00.000Z
6ed269a0-ba60-46b9-9d30-f2d6c04a7e8a,1983-04-25T00:00:00.000Z,2025-07-01T00:00:00.000Z
ce3de869-0c5e-40d7-9d02-dd92b97d038a,1984-04-05T00:00:00.000Z,2025-07-01T00:00:00.000Z
14dc00d5-cb31-4d0e-9017-a20f176b1965,2001-06-10T00:00:00.000Z,2025-07-01T00:00:00.000Z
692a4529-0357-475f-8e20-af8b667cd9b1,2002-11-28T00:00:00.000Z,2025-07-01T00:00:00.000Z
46da65f6-e34e-4e9d-9dd3-5646c8580f41,1990-10-17T00:00:00.000Z,2025-07-01T00:00:00.000Z
3fddb1c9-271e-4f80-a17a-524a1fd47a8a,2005-08-29T00:00:00.000Z,2025-07-01T00:00:00.000Z
bdaef350-b299-4983-9dad-d27a5af67973,2005-08-29T00:00:00.000Z,2025-07-01T00:00:00.000Z
b8d948d3-cc6b-480f-aedd-e2d88f86035a,1980-10-26T00:00:00.000Z,2025-07-01T00:00:00.000Z
68f59f01-2b03-43ba-9a8e-d549274b3809,2024-09-11T00:00:00.000Z,2025-07-01T00:00:00.000Z
9eac0da1-89c8-40e6-acbc-b6c2ec01beb2,2014-10-03T00:00:00.000Z,2025-07-01T00:00:00.000Z
74072fc2-6d2d-456f-aef5-4a954f06fb16,1982-12-03T00:00:00.000Z,2025-07-01T00:00:00.000Z
df9422a4-b3b3-4a1a-bc09-cb7f42ec9775,2023-04-12T00:00:00.000Z,2025-07-01T00:00:00.000Z
376903ca-03ed-4558-82a7-8d8b91304f43,2003-02-17T00:00:00.000Z,2025-07-01T00:00:00.000Z
1bccdd5a-6d6e-4710-beb1-3c71f7633dd0,2005-08-29T00:00:00.000Z,2025-07-01T00:00:00.000Z
228f0443-2b26-477b-a406-5291af929b33,1989-06-28T00:00:00.000Z,2025-07-01T00:00:00.000Z
27867e3d-5d2f-41ca-9052-0fb179d47fc1,1990-01-26T00:00:00.000Z,2025-07-01T00:00:00.000Z
996b41e2-91f6-454a-8325-1ebf7d73adb8,2017-08-27T00:00:00.000Z,2025-07-01T00:00:00.000Z
f6565ab0-9a42-4d6a-82e9-9525e7d9b561,2021-08-29T00:00:00.000Z,2025-07-01T00:00:00.000Z
28a3a99d-6665-49d5-9931-4574e0ed80d0,2024-09-11T00:00:00.000Z,2025-07-01T00:00:00.000Z
660c81c9-1719-48e0-b194-a155b88366c0,2017-09-10T00:00:00.000Z,2025-07-01T00:00:00.000Z
0fe769dd-9fd6-41a9-a1a4-3ab55d781d07,2008-09-13T00:00:00.000Z,2025-07-01T00:00:00.000Z
1c54767c-970c-4fc3-8ed3-870f580cefa1,2007-12-03T00:00:00.000Z,2025-07-01T00:00:00.000Z
0b271cde-2063-40e7-aa52-2be851698e29,2019-09-11T00:00:00.000Z,2025-07-01T00:00:00.000Z
0850b723-502b-417b-84df-3fb6a303992e,1996-09-18T00:00:00.000Z,2025-07-01T00:00:00.000Z
c59574ed-3dc9-4a7c-a7ab-ed951bcca7e8,1992-12-11T00:00:00.000Z,2025-07-01T00:00:00.000Z
5f8466bb-7192-4fa1-bb58-cfd3bacd92f1,1997-03-25T00:00:00.000Z,2025-07-01T00:00:00.000Z
b83fc62a-a60a-497b-b050-2f9a5217db3c,2016-11-23T00:00:00.000Z,2025-07-01T00:00:00.000Z
c96938ef-6e39-4232-9f06-d99b61015a95,2007-08-19T00:00:00.000Z,2025-07-01T00:00:00.000Z
2335b769-31d2-4e14-9375-61b1ffddabd0,2017-08-30T00:00:00.000Z,2025-07-01T00:00:00.000Z
1d6f2373-b8ca-4550-8e65-388aeff1b70e,2001-06-09T00:00:00.000Z,2025-07-01T00:00:00.000Z
e6d92c31-9670-4843-87a7-65767fd602d1,1979-07-26T00:00:00.000Z,2025-07-01T00:00:00.000Z
34d648ee-b430-4685-8332-1ea9c390467a,1995-01-08T00:00:00.000Z,2025-07-01T00:00:00.000Z
d6d8d145-0dae-4874-b25f-781e0ece74b7,1998-09-11T00:00:00.000Z,2025-07-01T00:00:00.000Z
7c37f6ff-1d2c-4cf7-9084-f68ec5822afa,1995-10-04T00:00:00.000Z,2025-07-01T00:00:00.000Z
6907a14f-2cd7-4d1b-8034-a238c3a3b0a4,2024-08-05T00:00:00.000Z,2025-07-01T00:00:00.000Z
5519ee4a-2edb-4629-904e-19147ab467ff,1991-02-17T00:00:00.000Z,2025-07-01T00:00:00.000Z
3aa969b0-3a50-40bb-bc4c-58368fcfdae2,1996-09-06T00:00:00.000Z,2025-07-01T00:00:00.000Z
ba46e394-7afb-429f-b937-64e1e00f10e0,2001-09-14T00:00:00.000Z,2025-07-01T00:00:00.000Z
9f03e2db-a2de-4978-b1c9-be8899b7d5d5,1989-09-21T00:00:00.000Z,2025-07-01T00:00:00.000Z
bf5896d8-f262-41bd-a626-a82455feec52,1978-10-12T00:00:00.000Z,2025-07-01T00:00:00.000Z
937e31bc-af28-4a3e-aecc-f76064f7f2c7,1978-03-17T00:00:00.000Z,2025-07-01T00:00:00.000Z
23faddfe-1104-4ccb-98dd-ab1fa813bb55,2017-08-28T00:00:00.000Z,2025-07-01T00:00:00.000Z
c35cc338-9e94-4e50-ba54-41929b838738,1991-08-19T00:00:00.000Z,2025-07-01T00:00:00.000Z
9395b8d2-fa20-433f-b440-8f5a2af1583a,2005-08-29T00:00:00.000Z,2025-07-01T00:00:00.000Z
8288ef32-cf4a-4d9c-941b-9322d74c5358,2008-09-13T00:00:00.000Z,2025-07-01T00:00:00.000Z
9cbc7141-751a-4c9b-8eff-df5383976549,1998-09-11T00:00:00.000Z,2025-07-01T00:00:00.000Z
fccd2bae-445d-495d-9f8e-1600113a676e,1984-03-29T00:00:00.000Z,2025-07-01T00:00:00.000Z
6cec9c03-7e23-4532-855b-97301b80fcdb,1990-05-13T00:00:00.000Z,2025-07-01T00:00:00.000Z
2e1d8f7f-7b57-4d50-ae57-7b548af9333e,1987-09-08T00:00:00.000Z,2025-07-01T00:00:00.000Z
b1051116-58c6-4950-a16c-6bedff88ae8d,2005-08-29T00:00:00.000Z,2025-07-01T00:00:00.000Z
87db2e31-54f1-401e-9f05-5f58586944b1,1993-07-27T00:00:00.000Z,2025-07-01T00:00:00.000Z
96532757-de27-4593-a3ee-e4ce9fac1bdd,1996-10-20T00:00:00.000Z,2025-07-01T00:00:00.000Z
0c0bd4b5-b2df-4f7e-a979-e72800a5cb38,1981-05-22T00:00:00.000Z,2025-07-01T00:00:00.000Z
155cdf70-13fc-4081-aaa1-5a52fdbf74c9,1993-11-28T00:00:00.000Z,2025-07-01T00:00:00.000Z
993d3379-de1c-4b37-9aaf-ad5347865e51,1996-10-08T00:00:00.000Z,2025-07-01T00:00:00.000Z
ee98f38b-cd0f-49a6-8667-8a4fca2afad4,2004-09-16T00:00:00.000Z,2025-07-01T00:00:00.000Z
001bbe0c-b567-43c8-97c4-38df437cf4ca,2004-09-15T00:00:00.000Z,2025-07-01T00:00:00.000Z
4d4b202e-d5e5-43c5-9f1c-958f8dd3f4cf,2005-08-29T00:00:00.000Z,2025-07-01T00:00:00.000Z
806d28db-7928-43a4-a949-f75467508daa,2008-08-21T00:00:00.000Z,2025-07-01T00:00:00.000Z
0d633dac-6d45-4951-b9fe-96ec3b787d7c,2017-08-26T00:00:00.000Z,2025-07-01T00:00:00.000Z
2ec8ac57-ed89-4d68-abe0-5eb38ec6b6cc,2012-10-29T00:00:00.000Z,2025-07-01T00:00:00.000Z
a87aa7f7-8514-479b-a32f-c828123c6b0e,1992-12-11T00:00:00.000Z,2025-07-01T00:00:00.000Z
f813f27b-036c-4bd7-96c4-68d1210ca381,1984-04-05T00:00:00.000Z,2025-07-01T00:00:00.000Z
8bb7afeb-01d4-4a75-b5c1-1dc052be9803,1983-12-14T00:00:00.000Z,2025-07-01T00:00:00.000Z
75ec2be4-e828-4e46-8825-9d7ec02cf8cc,2016-10-08T00:00:00.000Z,2025-07-01T00:00:00.000Z
20f9832c-b6c9-4076-bf80-b05c7912a7d6,2005-08-29T00:00:00.000Z,2025-07-01T00:00:00.000Z
caf45413-f9c4-442c-b1a4-11f12851d43f,2004-09-17T00:00:00.000Z,2025-07-01T00:00:00.000Z
720ea8ea-d32c-4351-b211-53648ba04322,2025-04-06T00:00:00.000Z,2025-07-01T00:00:00.000Z
167add2d-3265-4392-9c4c-2619b34e6580,2002-04-07T00:00:00.000Z,2025-07-01T00:00:00.000Z
87fe141d-0156-4c1b-96e3-654c92df3ad5,2002-10-03T00:00:00.000Z,2025-07-01T00:00:00.000Z
bf6bd713-2e68-4f37-b995-8d49f9089e77,2017-08-25T00:00:00.000Z,2025-07-01T00:00:00.000Z
17806c27-8609-4408-b11b-02749ccf13be,2005-07-10T00:00:00.000Z,2025-07-01T00:00:00.000Z
766c7449-75f6-4539-b80f-831c78d48f88,1979-09-04T00:00:00.000Z,2025-07-01T00:00:00.000Z
05f75285-0cf9-4961-8e60-bdf16165bb73,1989-05-22T00:00:00.000Z,2025-07-01T00:00:00.000Z
d48267fa-c8ec-4a75-8cf0-bfc9d8afd5c7,2003-04-06T00:00:00.000Z,2025-07-01T00:00:00.000Z
c33af682-97cd-4540-ab0a-488411792e87,1992-01-04T00:00:00.000Z,2025-07-01T00:00:00.000Z
a1acd399-2ea1-48b5-b853-46062b58a624,2012-10-29T00:00:00.000Z,2025-07-01T00:00:00.000Z
8a9a3eab-e041-4e30-8d91-b959ae25d0e3,1979-01-24T00:00:00.000Z,2025-07-01T00:00:00.000Z
cd94e3c9-fd0f-4f0f-9941-1b2b9db0ebe4,2017-09-09T00:00:00.000Z,2025-07-01T00:00:00.000Z
a08c725b-2d5a-4ea1-97cd-560826ae8b94,1983-10-16T00:00:00.000Z,2025-07-01T00:00:00.000Z
aec61d79-6747-4f94-8482-eab5a6181820,2016-03-09T00:00:00.000Z,2025-07-01T00:00:00.000Z
2bcb37c8-a397-45e6-b679-281830853130,2008-09-13T00:00:00.000Z,2025-07-01T00:00:00.000Z
e250edfe-50ce-435d-b489-7b774f3e5032,1978-02-06T00:00:00.000Z,2025-07-01T00:00:00.000Z
7fc04b81-91c7-4c76-acdd-bcf833ec8c4e,1983-12-28T00:00:00.000Z,2025-07-01T00:00:00.000Z
489de8a5-0458-4975-b7de-a6a9d31137d3,2010-05-01T00:00:00.000Z,2025-07-01T00:00:00.000Z
d2c97736-cb4e-4d79-b8e4-13f82cad1cd8,1991-10-30T00:00:00.000Z,2025-07-01T00:00:00.000Z
cb433201-66dd-4154-a70a-b90571e50bc6,1983-04-06T00:00:00.000Z,2025-07-01T00:00:00.000Z
e4364d0b-099d-4cdd-b9d2-2c9fec774c8b,2006-06-28T00:00:00.000Z,2025-07-01T00:00:00.000Z
6df664ac-2616-4d71-acf5-5f578d7bad33,2022-09-28T00:00:00.000Z,2025-07-01T00:00:00.000Z
8e1d1238-e479-478c-bd1d-369ebd79ba96,1997-02-26T00:00:00.000Z,2025-07-01T00:00:00.000Z
556c42e7-65e9-4263-922a-d3c9bf16e355,1981-12-13T00:00:00.000Z,2025-07-01T00:00:00.000Z
5d167377-bb42-4901-8359-70bf31fd1cdd,2017-08-26T00:00:00.000Z,2025-07-01T00:00:00.000Z
0013fb6e-017e-4dc5-a676-3ca170d02b89,1983-09-10T00:00:00.000Z,2025-07-01T00:00:00.000Z
e1817563-a4b5-42d7-9baa-ae64b07e7b78,2017-01-10T00:00:00.000Z,2025-07-01T00:00:00.000Z
afd387fd-c0ee-4c3b-ab18-9519ba38f240,1995-07-03T00:00:00.000Z,2025-07-01T00:00:00.000Z
342cd8f0-3266-45ea-9c9e-07b8960a5dcb,2008-09-13T00:00:00.000Z,2025-07-01T00:00:00.000Z
4e85bf49-3345-4408-999e-d1efbcbdb88b,1998-01-06T00:00:00.000Z,2025-07-01T00:00:00.000Z
b4ac7e2e-81e4-483b-b614-12cd71055685,1979-01-25T00:00:00.000Z,2025-07-01T00:00:00.000Z
